n;rooms;price;totsp;livesp;kitsp;dist;metrdist;walk;brick;tel;bal;floor;new;floors;nfloor;floor1;floor2;nw;w;sw;sanuzel__1_razdel__0_sovm_;okrug;price_meter;ln_price_meter;ln_livesp;ln_totsp;ln_kitsp;ln_dist;ln_metrdist;ln_metrdist_walk;ln_livesp_sq;ln_totsp_sq;ln_kitsp_sq;ln_dist_sq;ln_metrdist_sq;ln_floors;ln_nfloor;ln_floors_sq;ln_nfloor_sq;non_livesp;ln_totsp2;ln_totsp3;ln_price_metr
281;1;4800000;27;18;5;11;15;1;1;1;1;0;0;5;5;0;1;0;1;0;1;zao;177777.8;12.08829;2.890372;3.295837;1.609438;2.397895;2.70805;2.70805;8.354249;10.86254;2.590291;5.749902;7.333536;1.609438;1.609438;2.590291;2.590291;4;10.86254065;24.14688508;12.08828973
282;1;6200000;32;18;7;11;10;1;0;1;1;1;0;9;7;0;0;0;1;0;0;zao;193750;12.17432;2.890372;3.465736;1.94591;2.397895;2.302585;2.302585;8.354249;12.01133;3.786566;5.749902;5.301898;2.197225;1.94591;4.827796;3.786566;7;12.01132535;24.14688508;12.17432395
283;1;5300000;20;16;3;11;10;0;0;1;0;1;0;9;2;0;0;0;1;0;;zao;265000;12.48748;2.772589;2.995732;1.098612;2.397895;2.302585;0;7.687248;8.974412;1.206949;5.749902;5.301898;2.197225;0.6931472;4.827796;0.480453;1;8.974411855;21.31357773;12.4874851
284;1;6000000;19;16;3;11;7;0;0;1;0;1;0;5;3;0;0;0;1;0;;zao;315789.5;12.66283;2.772589;2.944439;1.098612;2.397895;1.94591;0;7.687248;8.669721;1.206949;5.749902;3.786566;1.609438;1.098612;2.590291;1.206949;0;8.669720902;21.31357773;12.66283113
285;1;4800000;30;17;6;11;10;0;1;1;0;0;0;5;1;1;0;0;1;0;1;zao;160000;11.98293;2.833213;3.401197;1.791759;2.397895;2.302585;0;8.027098;11.56814;3.210402;5.749902;5.301898;1.609438;0;2.590291;0;7;11.56814363;22.74248075;11.98292909
286;1;7500000;35;18;8;11;2;1;1;1;1;1;0;14;8;0;0;0;1;0;1;zao;214285.7;12.27507;2.890372;3.555348;2.079442;2.397895;0.6931472;0.6931472;8.354249;12.6405;4.324077;5.749902;0.480453;2.639057;2.079442;6.964624;4.324077;9;12.64049984;24.14688508;12.27506545
287;1;6399000;53;28;9;11;10;0;0;1;0;1;0;5;2;0;0;0;1;0;1;zao;120735.9;11.70136;3.332205;3.970292;2.197225;2.397895;2.302585;0;11.10359;15.76322;4.827796;5.749902;5.301898;1.609438;0.6931472;2.590291;0.480453;16;15.76321788;36.99942234;11.70136079
288;1;6200000;39;17;8;11;15;0;0;1;1;1;0;14;13;0;0;0;1;0;1;zao;158974.4;11.9765;2.833213;3.663562;2.079442;2.397895;2.70805;0;8.027098;13.42168;4.324077;5.749902;7.333536;2.639057;2.564949;6.964624;6.578965;14;13.42168393;22.74248075;11.97649846
289;1;13182400;43;21;8;5.5;5;1;1;1;1;0;1;9;9;0;1;1;0;0;1;szao;306567.4;12.63319;3.044523;3.7612;2.079442;1.704748;1.609438;1.609438;9.269117;14.14663;4.324077;2.906166;2.590291;2.197225;2.197225;4.827796;4.827796;14;14.14662631;28.2200343;12.63319291
290;1;8800000;34;18;9;5.5;3;1;0;1;1;1;1;16;13;0;0;0;0;1;0;uzao;258823.5;12.4639;2.890372;3.526361;2.197225;1.704748;1.098612;1.098612;8.354249;12.43522;4.827796;2.906166;1.206949;2.772589;2.564949;7.687248;6.578965;7;12.43521855;24.14688508;12.46390164
291;1;9900000;47;19;10;5.5;15;1;1;1;1;0;0;8;8;0;1;0;0;1;1;uzao;210638.3;12.2579;2.944439;3.850147;2.302585;1.704748;2.70805;2.70805;8.669721;14.82364;5.301898;2.906166;7.333536;2.079442;2.079442;4.324077;4.324077;18;14.82363655;25.52746416;12.25789772
292;1;5000000;33;19;6;13;15;1;0;1;1;1;0;9;5;0;0;0;0;1;0;uzao;151515.2;11.92844;2.944439;3.496508;1.791759;2.564949;2.70805;2.70805;8.669721;12.22557;3.210402;6.578965;7.333536;2.197225;1.609438;4.827796;2.590291;8;12.22556513;25.52746416;11.92844123
293;1;5300000;33;19;6;13;15;1;0;1;0;1;0;9;4;0;0;0;0;1;1;uzao;160606.1;11.98671;2.944439;3.496508;1.791759;2.564949;2.70805;2.70805;8.669721;12.22557;3.210402;6.578965;7.333536;2.197225;1.386294;4.827796;1.921812;8;12.22556513;25.52746416;11.98671006
294;1;6500000;40;21;9;13;7;1;0;1;0;1;0;14;6;0;0;0;0;1;1;uzao;162500;11.99843;3.044523;3.688879;2.197225;2.564949;1.94591;1.94591;9.269117;13.60783;4.827796;6.578965;3.786566;2.639057;1.791759;6.964624;3.210402;10;13.60783163;28.2200343;11.99843328
295;1;6500000;41;21;9;13;5;1;0;1;1;1;0;8;7;0;0;0;0;1;1;uzao;158536.6;11.97374;3.044523;3.713572;2.197225;2.564949;1.609438;1.609438;9.269117;13.79062;4.827796;6.578965;2.590291;2.079442;1.94591;4.324077;3.786566;11;13.79061749;28.2200343;11.97374076
296;1;5550000;33;19;6;13;5;0;0;1;0;1;0;9;5;0;0;0;0;1;;uzao;168181.8;12.0328;2.944439;3.496508;1.791759;2.564949;1.609438;0;8.669721;12.22557;3.210402;6.578965;2.590291;2.197225;1.609438;4.827796;2.590291;8;12.22556513;25.52746416;12.03280082
297;1;7600000;39;19;9;13;3;1;0;1;1;1;0;22;7;0;0;0;0;1;1;uzao;194871.8;12.1801;2.944439;3.663562;2.197225;2.564949;1.098612;1.098612;8.669721;13.42168;4.827796;6.578965;1.206949;3.091043;1.94591;9.554543;3.786566;11;13.42168393;25.52746416;12.18009719
298;1;6800000;38;19;8;18.5;7;1;0;1;1;1;1;17;6;0;0;1;0;0;1;szao;178947.4;12.09485;2.944439;3.637586;2.079442;2.917771;1.94591;1.94591;8.669721;13.23203;4.324077;8.513386;3.786566;2.833213;1.791759;8.027098;3.210402;11;13.23203307;25.52746416;12.09484719
299;1;6800000;39;19;8;18.5;5;1;0;1;1;1;1;17;12;0;0;1;0;0;0;szao;174359;12.06887;2.944439;3.663562;2.079442;2.917771;1.609438;1.609438;8.669721;13.42168;4.324077;8.513386;2.590291;2.833213;2.484907;8.027098;6.174761;12;13.42168393;25.52746416;12.06887167
300;1;5800000;40;21;8;18.5;10;1;0;1;1;1;1;11;9;0;0;1;0;0;1;szao;145000;11.88449;3.044523;3.688879;2.079442;2.917771;2.302585;2.302585;9.269117;13.60783;4.324077;8.513386;5.301898;2.397895;2.197225;5.749902;4.827796;11;13.60783163;28.2200343;11.88448902
301;1;5400000;48;30;10;18.5;15;0;0;1;1;1;1;16;2;0;0;1;0;0;0;szao;112500;11.63071;3.401197;3.871201;2.302585;2.917771;2.70805;0;11.56814;14.9862;5.301898;8.513386;7.333536;2.772589;0.6931472;7.687248;0.480453;8;14.98619727;39.34553982;11.6307085
302;1;6600000;39;19;8;18.5;5;1;0;1;1;1;0;17;12;0;0;1;0;0;0;szao;169230.8;12.03902;2.944439;3.663562;2.079442;2.917771;1.609438;1.609438;8.669721;13.42168;4.324077;8.513386;2.590291;2.833213;2.484907;8.027098;6.174761;12;13.42168393;25.52746416;12.03901874
303;1;6490000;39;19;9;18.5;10;0;0;1;1;1;0;19;11;0;0;1;0;0;0;szao;166410.3;12.02221;2.944439;3.663562;2.197225;2.917771;2.302585;0;8.669721;13.42168;4.827796;8.513386;5.301898;2.944439;2.397895;8.669721;5.749902;11;13.42168393;25.52746416;12.0222117
304;1;6600000;38;19;8;18.5;7;0;0;1;1;1;0;14;3;0;0;1;0;0;0;szao;173684.2;12.06499;2.944439;3.637586;2.079442;2.917771;1.94591;0;8.669721;13.23203;4.324077;8.513386;3.786566;2.639057;1.098612;6.964624;1.206949;11;13.23203307;25.52746416;12.06499399
305;1;9600000;54;28;15;18.5;7;0;0;1;1;1;0;9;6;0;0;1;0;0;1;szao;177777.8;12.08829;3.332205;3.988984;2.70805;2.917771;1.94591;0;11.10359;15.91199;7.333536;8.513386;3.786566;2.197225;1.791759;4.827796;3.210402;11;15.91199372;36.99942234;12.08828973
306;1;6500000;40;19;9;18.5;3;1;0;1;1;1;0;14;7;0;0;1;0;0;1;szao;162500;11.99843;2.944439;3.688879;2.197225;2.917771;1.098612;1.098612;8.669721;13.60783;4.827796;8.513386;1.206949;2.639057;1.94591;6.964624;3.786566;12;13.60783163;25.52746416;11.99843328
307;1;5700000;40;21;8;18.5;9;0;0;1;1;1;0;12;5;0;0;1;0;0;1;szao;142500;11.8671;3.044523;3.688879;2.079442;2.917771;2.197225;0;9.269117;13.60783;4.324077;8.513386;4.827796;2.484907;1.609438;6.174761;2.590291;11;13.60783163;28.2200343;11.86709728
309;1;6550000;38;19;8;18.5;5;0;0;1;1;1;0;17;6;0;0;1;0;0;0;szao;172368.4;12.05739;2.944439;3.637586;2.079442;2.917771;1.609438;0;8.669721;13.23203;4.324077;8.513386;2.590291;2.833213;1.791759;8.027098;3.210402;11;13.23203307;25.52746416;12.05738933
310;1;9300000;50;20;13;18.5;5;1;0;1;1;1;0;25;8;0;0;1;0;0;0;szao;186000;12.1335;2.995732;3.912023;2.564949;2.917771;1.609438;1.609438;8.974412;15.30392;6.578965;8.513386;2.590291;3.218876;2.079442;10.36116;4.324077;17;15.30392399;26.88493523;12.13350195
311;1;9100000;50;21;13;18.5;5;1;0;1;1;1;0;25;8;0;0;1;0;0;0;szao;182000;12.11176;3.044523;3.912023;2.564949;2.917771;1.609438;1.609438;9.269117;15.30392;6.578965;8.513386;2.590291;3.218876;2.079442;10.36116;4.324077;16;15.30392399;28.2200343;12.11176197
312;1;7200000;38;19;8;18.5;2;1;0;0;0;1;0;17;2;0;0;1;0;0;0;szao;189473.7;12.15201;2.944439;3.637586;2.079442;2.917771;0.6931472;0.6931472;8.669721;13.23203;4.324077;8.513386;0.480453;2.833213;0.6931472;8.027098;0.480453;11;13.23203307;25.52746416;12.15200551
313;1;6500000;39;19;9;18.5;5;1;0;0;1;1;0;18;17;0;0;1;0;0;1;szao;166666.7;12.02375;2.944439;3.663562;2.197225;2.917771;1.609438;1.609438;8.669721;13.42168;4.827796;8.513386;2.590291;2.890372;2.833213;8.354249;8.027098;11;13.42168393;25.52746416;12.02375129
314;1;5350000;48;30;10;18.5;15;0;0;1;1;1;0;16;2;0;0;1;0;0;0;szao;111458.3;11.62141;3.401197;3.871201;2.302585;2.917771;2.70805;0;11.56814;14.9862;5.301898;8.513386;7.333536;2.772589;0.6931472;7.687248;0.480453;8;14.98619727;39.34553982;11.62140581
315;1;6900000;38;20;9;18.5;4;1;0;1;1;1;0;17;11;0;0;1;0;0;1;szao;181579;12.10945;2.995732;3.637586;2.197225;2.917771;1.386294;1.386294;8.974412;13.23203;4.827796;8.513386;1.921812;2.833213;2.397895;8.027098;5.749902;9;13.23203307;26.88493523;12.1094461
316;1;9800000;52;20;13;18.5;10;1;1;1;1;1;0;25;5;0;0;1;0;0;0;szao;188461.5;12.14665;2.995732;3.951244;2.564949;2.917771;2.302585;2.302585;8.974412;15.61233;6.578965;8.513386;5.301898;3.218876;1.609438;10.36116;2.590291;19;15.61232692;26.88493523;12.14664902
317;1;7300000;39;20;7;18.5;5;1;0;1;1;0;0;17;17;0;1;1;0;0;0;szao;187179.5;12.13982;2.995732;3.663562;1.94591;2.917771;1.609438;1.609438;8.974412;13.42168;3.786566;8.513386;2.590291;2.833213;2.833213;8.027098;8.027098;12;13.42168393;26.88493523;12.13982333
318;1;5400000;34;19;6;12.5;12;1;1;1;1;1;1;4;2;0;0;0;1;0;0;zao;158823.5;11.97555;2.944439;3.526361;1.791759;2.525729;2.484907;2.484907;8.669721;12.43522;3.210402;6.379305;6.174761;1.386294;0.6931472;1.921812;0.480453;9;12.43521855;25.52746416;11.9755488
319;1;6100000;38;17;10;12.5;10;1;1;1;1;1;1;5;2;0;0;0;1;0;1;zao;160526.3;11.98621;2.833213;3.637586;2.302585;2.525729;2.302585;2.302585;8.027098;13.23203;5.301898;6.379305;5.301898;1.609438;0.6931472;2.590291;0.480453;11;13.23203307;22.74248075;11.98621307
320;1;7300000;38;19;9;12.5;10;0;0;1;0;1;1;14;4;0;0;0;1;0;;zao;192105.3;12.1658;2.944439;3.637586;2.197225;2.525729;2.302585;0;8.669721;13.23203;4.827796;6.379305;5.301898;2.639057;1.386294;6.964624;1.921812;10;13.23203307;25.52746416;12.16579894
321;1;10956000;49;30;8;12.5;7;1;0;1;0;1;1;30;21;0;0;0;1;0;;zao;223591.8;12.31758;3.401197;3.89182;2.079442;2.525729;1.94591;1.94591;11.56814;15.14626;4.324077;6.379305;3.786566;3.401197;3.044523;11.56814;9.269117;11;15.14626523;39.34553982;12.31757735
323;1;11200000;22;18;4;12.5;3;1;0;1;0;1;1;31;21;0;0;0;1;0;;zao;509090.9;13.14038;2.890372;3.091043;1.386294;2.525729;1.098612;1.098612;8.354249;9.554543;1.921812;6.379305;1.206949;3.433987;3.044523;11.79227;9.269117;0;9.554543448;24.14688508;13.14038187
324;1;12038000;53;40;10;12.5;10;0;0;1;0;1;1;30;13;0;0;0;1;0;;zao;227132.1;12.33329;3.688879;3.970292;2.302585;2.525729;2.302585;0;13.60783;15.76322;5.301898;6.379305;5.301898;3.401197;2.564949;11.56814;6.578965;3;15.76321788;50.1976505;12.33328707
325;1;12500000;53;40;10;12.5;7;1;0;1;0;1;1;30;12;0;0;0;1;0;;zao;235849.1;12.37095;3.688879;3.970292;2.302585;2.525729;1.94591;1.94591;13.60783;15.76322;5.301898;6.379305;3.786566;3.401197;2.484907;11.56814;6.174761;3;15.76321788;50.1976505;12.37094747
326;1;11200000;22;16;4;12.5;7;0;0;1;0;1;0;31;21;0;0;0;1;0;;zao;509090.9;13.14038;2.772589;3.091043;1.386294;2.525729;1.94591;0;7.687248;9.554543;1.921812;6.379305;3.786566;3.433987;3.044523;11.79227;9.269117;2;9.554543448;21.31357773;13.14038187
327;1;5100000;49;24;11;12.5;7;0;1;1;1;1;0;24;12;0;0;0;1;0;0;zao;104081.6;11.55293;3.178054;3.89182;2.397895;2.525729;1.94591;0;10.10003;15.14626;5.749902;6.379305;3.786566;3.178054;2.484907;10.10003;6.174761;14;15.14626523;32.09842679;11.55293049
328;1;5100000;51;33;12;12.5;10;0;0;1;0;1;0;25;18;0;0;0;1;0;;zao;100000;11.51293;3.496508;3.931826;2.484907;2.525729;2.302585;0;12.22557;15.45925;6.174761;6.379305;5.301898;3.218876;2.890372;10.36116;8.354249;6;15.45925281;42.74678091;11.51292546
329;1;4500000;30;21;6;12.5;10;0;0;1;0;1;0;17;10;0;0;0;1;0;;zao;150000;11.91839;3.044523;3.401197;1.791759;2.525729;2.302585;0;9.269117;11.56814;3.210402;6.379305;5.301898;2.833213;2.302585;8.027098;5.301898;3;11.56814363;28.2200343;11.91839057
330;1;5400000;34;19;6;12.5;12;1;1;1;1;1;0;4;2;0;0;0;1;0;0;zao;158823.5;11.97555;2.944439;3.526361;1.791759;2.525729;2.484907;2.484907;8.669721;12.43522;3.210402;6.379305;6.174761;1.386294;0.6931472;1.921812;0.480453;9;12.43521855;25.52746416;11.9755488
331;1;5350000;35;18;9;12.5;14;1;1;1;0;0;0;5;1;1;0;0;1;0;0;zao;152857.1;11.93726;2.890372;3.555348;2.197225;2.525729;2.639057;2.639057;8.354249;12.6405;4.827796;6.379305;6.964624;1.609438;0;2.590291;0;8;12.64049984;24.14688508;11.93725878
332;1;5300000;30;18;6;12.5;10;0;1;1;0;0;0;5;1;1;0;0;1;0;0;zao;176666.7;12.08202;2.890372;3.401197;1.791759;2.525729;2.302585;0;8.354249;11.56814;3.210402;6.379305;5.301898;1.609438;0;2.590291;0;6;11.56814363;24.14688508;12.08202019
333;1;5700000;34;20;6;12.5;5;0;1;1;1;1;0;9;6;0;0;0;1;0;0;zao;167647.1;12.02962;2.995732;3.526361;1.791759;2.525729;1.609438;0;8.974412;12.43522;3.210402;6.379305;2.590291;2.197225;1.791759;4.827796;3.210402;8;12.43521855;26.88493523;12.02961645
334;1;5600000;32;19;6;12.5;17;1;1;1;1;1;0;5;3;0;0;0;1;0;0;zao;175000;12.07254;2.944439;3.465736;1.791759;2.525729;2.833213;2.833213;8.669721;12.01133;3.210402;6.379305;8.027098;1.609438;1.098612;2.590291;1.206949;7;12.01132535;25.52746416;12.07254125
335;1;5500000;32;19;6;12.5;10;0;0;1;0;0;0;9;9;0;1;0;1;0;1;zao;171875;12.05452;2.944439;3.465736;1.791759;2.525729;2.302585;0;8.669721;12.01133;3.210402;6.379305;5.301898;2.197225;2.197225;4.827796;4.827796;7;12.01132535;25.52746416;12.05452275
336;1;8200000;41;20;11;12.5;25;1;1;0;1;1;0;18;17;0;0;0;1;0;0;zao;200000;12.20607;2.995732;3.713572;2.397895;2.525729;3.218876;3.218876;8.974412;13.79062;5.749902;6.379305;10.36116;2.890372;2.833213;8.354249;8.027098;10;13.79061749;26.88493523;12.20607265
337;1;11470000;52;22;15;12.5;2;1;0;0;1;1;0;31;5;0;0;0;1;0;1;zao;220576.9;12.304;3.091043;3.951244;2.70805;2.525729;0.6931472;0.6931472;9.554543;15.61233;7.333536;6.379305;0.480453;3.433987;1.609438;11.79227;2.590291;15;15.61232692;29.53349942;12.30400167
338;1;7300000;38;19;9;12.5;7;0;0;1;0;1;0;14;4;0;0;0;1;0;;zao;192105.3;12.1658;2.944439;3.637586;2.197225;2.525729;1.94591;0;8.669721;13.23203;4.827796;6.379305;3.786566;2.639057;1.386294;6.964624;1.921812;10;13.23203307;25.52746416;12.16579894
339;1;12000000;21;16;3;12.5;7;0;0;1;0;1;0;30;21;0;0;0;1;0;;zao;571428.6;13.25589;2.772589;3.044523;1.098612;2.525729;1.94591;0;7.687248;9.269117;1.206949;6.379305;3.786566;3.401197;3.044523;11.56814;9.269117;2;9.269116874;21.31357773;13.25589482
340;1;12500000;53;33;10;12.5;7;0;0;1;0;1;0;30;12;0;0;0;1;0;;zao;235849.1;12.37095;3.496508;3.970292;2.302585;2.525729;1.94591;0;12.22557;15.76322;5.301898;6.379305;3.786566;3.401197;2.484907;11.56814;6.174761;10;15.76321788;42.74678091;12.37094747
341;1;10956000;49;25;11;12.5;7;0;0;1;0;1;0;30;21;0;0;0;1;0;;zao;223591.8;12.31758;3.218876;3.89182;2.397895;2.525729;1.94591;0;10.36116;15.14626;5.749902;6.379305;3.786566;3.401197;3.044523;11.56814;9.269117;13;15.14626523;33.35129251;12.31757735
342;1;9500000;52;23;12;12.5;10;0;0;0;1;1;0;18;14;0;0;0;1;0;1;zao;182692.3;12.11556;3.135494;3.951244;2.484907;2.525729;2.302585;0;9.831324;15.61233;6.174761;6.379305;5.301898;2.890372;2.639057;8.354249;6.964624;17;15.61232692;30.82605947;12.1155586
343;1;8700000;39;18;9;12.5;10;1;1;1;1;1;0;22;21;0;0;0;1;0;0;zao;223076.9;12.31527;2.890372;3.663562;2.197225;2.525729;2.302585;2.302585;8.354249;13.42168;4.827796;6.379305;5.301898;3.091043;3.044523;9.554543;9.269117;12;13.42168393;24.14688508;12.31527183
344;1;5600000;21;16;3;7.5;5;0;0;1;0;1;0;9;2;0;0;0;0;1;;uzao;266666.7;12.49375;2.772589;3.044523;1.098612;2.014903;1.609438;0;7.687248;9.269117;1.206949;4.059834;2.590291;2.197225;0.6931472;4.827796;0.480453;2;9.269116874;21.31357773;12.49375484
345;1;6500000;34;20;10;7.5;14;1;0;1;0;1;0;12;2;0;0;0;0;1;0;uzao;191176.5;12.16095;2.995732;3.526361;2.302585;2.014903;2.639057;2.639057;8.974412;12.43522;5.301898;4.059834;6.964624;2.484907;0.6931472;6.174761;0.480453;4;12.43521855;26.88493523;12.16095236
346;1;6900000;38;19;8;7.5;10;1;0;1;1;0;0;17;17;0;1;0;0;1;0;uzao;181579;12.10945;2.944439;3.637586;2.079442;2.014903;2.302585;2.302585;8.669721;13.23203;4.324077;4.059834;5.301898;2.833213;2.833213;8.027098;8.027098;11;13.23203307;25.52746416;12.1094461
347;1;6500000;39;19;9;7.5;3;1;0;1;1;0;0;17;17;0;1;0;0;1;;uzao;166666.7;12.02375;2.944439;3.663562;2.197225;2.014903;1.098612;1.098612;8.669721;13.42168;4.827796;4.059834;1.206949;2.833213;2.833213;8.027098;8.027098;11;13.42168393;25.52746416;12.02375129
348;1;5800000;31;19;6;8.5;5;1;1;1;0;0;0;5;5;0;1;0;0;1;0;uzao;187096.8;12.13938;2.944439;3.433987;1.791759;2.140066;1.609438;1.609438;8.669721;11.79227;3.210402;4.579883;2.590291;1.609438;1.609438;2.590291;2.590291;6;11.79226812;25.52746416;12.13938141
349;1;5700000;32;20;5;9.5;5;1;0;1;1;1;1;5;4;0;0;0;0;1;0;uzao;178125;12.09024;2.995732;3.465736;1.609438;2.251292;1.609438;1.609438;8.974412;12.01133;2.590291;5.068315;2.590291;1.609438;1.386294;2.590291;1.921812;7;12.01132535;26.88493523;12.09024083
350;1;8100000;39;19;9;9.5;3;1;0;1;1;1;1;16;7;0;0;0;0;1;0;uzao;207692.3;12.24381;2.944439;3.663562;2.197225;2.251292;1.098612;1.098612;8.669721;13.42168;4.827796;5.068315;1.206949;2.772589;1.94591;7.687248;3.786566;11;13.42168393;25.52746416;12.24381294
351;1;5700000;32;20;5;9.5;5;1;0;1;1;1;0;5;4;0;0;0;0;1;0;uzao;178125;12.09024;2.995732;3.465736;1.609438;2.251292;1.609438;1.609438;8.974412;12.01133;2.590291;5.068315;2.590291;1.609438;1.386294;2.590291;1.921812;7;12.01132535;26.88493523;12.09024083
352;1;7500000;37;20;9;9.5;4;1;1;1;1;1;0;9;5;0;0;0;0;1;1;uzao;202702.7;12.2195;2.995732;3.610918;2.197225;2.251292;1.386294;1.386294;8.974412;13.03873;4.827796;5.068315;1.921812;2.197225;1.609438;4.827796;2.590291;8;13.03872817;26.88493523;12.21949565
353;1;5400000;31;21;5;9.5;10;1;0;1;0;0;0;9;1;1;0;0;0;1;0;uzao;174193.5;12.06792;3.044523;3.433987;1.609438;2.251292;2.302585;2.302585;9.269117;11.79227;2.590291;5.068315;5.301898;2.197225;0;4.827796;0;5;11.79226812;28.2200343;12.06792203
354;1;5750000;33;18;8;9.5;15;1;0;1;0;1;0;9;3;0;0;0;0;1;0;uzao;174242.4;12.0682;2.890372;3.496508;2.079442;2.251292;2.70805;2.70805;8.354249;12.22557;4.324077;5.068315;7.333536;2.197225;1.098612;4.827796;1.206949;7;12.22556513;24.14688508;12.06820271
355;1;5400000;30;18;5;9.5;2;1;0;1;0;0;0;5;1;1;0;0;0;1;;uzao;180000;12.10071;2.890372;3.401197;1.609438;2.251292;0.6931472;0.6931472;8.354249;11.56814;2.590291;5.068315;0.480453;1.609438;0;2.590291;0;7;11.56814363;24.14688508;12.10071213
356;1;5900000;38;18;10;9.5;15;1;0;1;1;1;0;14;9;0;0;0;0;1;0;uzao;155263.2;11.95288;2.890372;3.637586;2.302585;2.251292;2.70805;2.70805;8.354249;13.23203;5.301898;5.068315;7.333536;2.639057;2.197225;6.964624;4.827796;10;13.23203307;24.14688508;11.95287702
357;1;8800000;40;19;8;9.5;8;1;0;1;1;1;0;17;7;0;0;0;0;1;0;uzao;220000;12.30138;2.944439;3.688879;2.079442;2.251292;2.079442;2.079442;8.669721;13.60783;4.324077;5.068315;4.324077;2.833213;1.94591;8.027098;3.786566;13;13.60783163;25.52746416;12.30138283
359;1;6700000;19;16;3;10;7;0;0;1;0;0;0;17;1;1;0;0;0;1;;uzao;352631.6;12.77318;2.772589;2.944439;1.098612;2.302585;1.94591;0;7.687248;8.669721;1.206949;5.301898;3.786566;2.833213;0;8.027098;0;0;8.669720902;21.31357773;12.77317916
360;1;8850000;39;20;9;10;5;0;0;1;0;0;0;17;1;1;0;0;0;1;1;uzao;226923.1;12.33237;2.995732;3.663562;2.197225;2.302585;1.609438;0;8.974412;13.42168;4.827796;5.301898;2.590291;2.833213;0;8.027098;0;10;13.42168393;26.88493523;12.33236647
361;1;10200000;39;20;10;10;15;1;0;1;0;0;0;22;1;1;0;0;0;1;1;uzao;261538.5;12.47434;2.995732;3.663562;2.302585;2.302585;2.70805;2.70805;8.974412;13.42168;5.301898;5.301898;7.333536;3.091043;0;9.554543;0;9;13.42168393;26.88493523;12.47433678
362;1;7500000;38;22;10;10;10;1;1;1;1;0;0;9;1;1;0;0;0;1;1;uzao;197368.4;12.19283;3.091043;3.637586;2.302585;2.302585;2.302585;2.302585;9.554543;13.23203;5.301898;5.301898;5.301898;2.197225;0;4.827796;0;6;13.23203307;29.53349942;12.19282731
363;1;6450000;32;21;6;10;15;1;0;0;1;1;0;9;7;0;0;0;0;1;0;uzao;201562.5;12.21385;3.044523;3.465736;1.791759;2.302585;2.70805;2.70805;9.269117;12.01133;3.210402;5.301898;7.333536;2.197225;1.94591;4.827796;3.786566;5;12.01132535;28.2200343;12.21385479
364;1;5150000;33;18;6;10;3;0;0;1;1;1;0;5;2;0;0;0;0;1;0;uzao;156060.6;11.958;2.890372;3.496508;1.791759;2.302585;1.098612;0;8.354249;12.22557;3.210402;5.301898;1.206949;1.609438;0.6931472;2.590291;0.480453;9;12.22556513;24.14688508;11.95799967
365;1;8690000;38;19;8;10;7;1;0;1;1;1;0;17;10;0;0;0;0;1;0;uzao;228684.2;12.3401;2.944439;3.637586;2.079442;2.302585;1.94591;1.94591;8.669721;13.23203;4.324077;5.301898;3.786566;2.833213;2.302585;8.027098;5.301898;11;13.23203307;25.52746416;12.34009729
367;1;5850000;31;21;5;9;5;0;0;1;1;1;1;9;7;0;0;1;0;0;0;szao;188709.7;12.14797;3.044523;3.433987;1.609438;2.197225;1.609438;0;9.269117;11.79227;2.590291;4.827796;2.590291;2.197225;1.94591;4.827796;3.786566;5;11.79226812;28.2200343;12.14796513
371;1;9078057;38;21;11;9;5;1;0;1;0;1;0;6;5;0;0;1;0;0;0;szao;238896.2;12.38378;3.044523;3.637586;2.397895;2.197225;1.609438;1.609438;9.269117;13.23203;5.749902;4.827796;2.590291;1.791759;1.609438;3.210402;2.590291;6;13.23203307;28.2200343;12.38378443
372;1;8453900;39;22;11;9;5;1;0;1;0;1;0;6;3;0;0;1;0;0;0;szao;216766.7;12.28658;3.091043;3.663562;2.397895;2.197225;1.609438;1.609438;9.554543;13.42168;5.749902;4.827796;2.590291;1.791759;1.098612;3.210402;1.206949;6;13.42168393;29.53349942;12.28657694
373;1;3700000;17;13;2;9;12;0;1;0;0;1;0;5;2;0;0;1;0;0;;szao;217647.1;12.29063;2.564949;2.833213;0.6931472;2.197225;2.484907;0;6.578965;8.027098;0.480453;4.827796;6.174761;1.609438;0.6931472;2.590291;0.480453;2;8.027097853;16.87471258;12.29063022
374;1;5900000;20;16;3;9;10;0;0;1;0;1;0;8;4;0;0;1;0;0;;szao;295000;12.59473;2.772589;2.995732;1.098612;2.197225;2.302585;0;7.687248;8.974412;1.206949;4.827796;5.301898;2.079442;1.386294;4.324077;1.921812;1;8.974411855;21.31357773;12.59473064
375;1;7800000;38;19;9;9;10;1;0;1;0;1;0;14;8;0;0;1;0;0;;szao;205263.2;12.23205;2.944439;3.637586;2.197225;2.197225;2.302585;2.302585;8.669721;13.23203;4.827796;4.827796;5.301898;2.639057;2.079442;6.964624;4.324077;10;13.23203307;25.52746416;12.23204834
376;1;8400000;44;21;11;9;10;1;0;1;0;1;0;27;21;0;0;1;0;0;;szao;190909.1;12.15955;3.044523;3.78419;2.397895;2.197225;2.302585;2.302585;9.269117;14.32009;5.749902;4.827796;5.301898;3.295837;3.044523;10.86254;9.269117;12;14.32009119;28.2200343;12.15955268
